CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
2.7405964904633793,0.004273420660911027,2.4900446364424473,1.3898769869988705,0.5581152369402853,-0.3755406052459128,-0.2262583282823438,2.933725116629652,0.8231036240139806,-0.0037653701272296024,0.6703311114265595,0.041355966125035094,0.8360778760462197,2.52608217034496,2.15050995541941,1.604462292628224,2.5728591570585144,3.0213897370113716,2.5246849623869068,1.0220658071323185,2.7202021805014613,1.189786687346687,2.6836378532515925,2.0156509483863787,2.972143044124959,2.79041699702683,2.1918897180669066,2.4830935896154025,2.2514004740804694,-0.09472716880013525,2.0905381580864533,2.2561378694570293,1.4664043154307143,1.9689607010745278,-0.4467409713342562,2.694931547123573,0.6943509953459707,1.141515508054652,0.5632575297867237,0.762555159526196,5.668832845876036,4.938596846825275,0.22669280359334548,0.44843475264109556,-0.5900001101894167,2.602386573457609,0.03151203283237849,-0.1839676162297122,-0.03996381481237762,-0.035298454789908715,-0.08685295626938704,1.0876819771006028,0.07086574266122261,-0.18070118831764756,6.968501111604606,6.968501111604606,3.917962018721459,3.996999440511442,2.7247078488361636,-1.2160226648964287,-1.4005167217371577,7.715445855249543,1.6480666990452242,1.4595305905878277,5.250918677836129
0.2673441998517814,-0.12649448297872792,-0.1637171838717423,-0.6619610297315947,-0.3438287444686295,-0.3755406052459128,-0.25827876080958845,-0.3221612617911033,-0.637256708639434,-0.09907697735385987,-0.17459664475518877,-0.027099262564030932,-0.6321754474087486,-0.14541848074844513,-0.2564321853753523,-0.302851946446508,-0.15062625827341067,-0.3204808038953574,0.0930379606960381,-0.3092739566199326,-0.34761136736326737,-0.6144033947192528,-0.15448191344827972,-0.14856900801171527,-0.3222242648607607,-0.24291756229591271,0.04331493399698506,-0.12898726000944158,-0.18754704201995065,-0.09545404249304588,-0.09698660408040335,-0.10641544258882304,-0.6671157294396907,-0.03590645502532384,-0.2955198011320923,-0.13085450170920476,-0.658417924231988,0.04359364678580158,-0.4699741628012476,-0.3439099797523875,0.6650272718809066,-0.6673332954370368,-0.23874737422034933,-0.3346344970610871,-0.5900001101894167,0.003870108056636794,0.2777891992199987,-0.28673722907887256,-0.03999689824771964,-0.03531396278163901,-0.03633158583540157,-0.5751529688863378,-0.5036583168717758,-0.18070118831764756,0.9936989737244201,0.9936989737244201,1.03604752374084,0.010758651887555964,-0.041215744087383155,-1.7672933007109382,-0.05526186432131175,-0.17168942144139215,0.9965587128446243,1.2786901849960652,1.0564683606166716
-0.516467253890233,-1.3141385524830704,-0.6445545931882831,-1.0501395524838188,-0.3438287444686295,-2.5857763938602085,-0.5080803018944992,-0.5913228300294232,-1.6482279939526636,-1.314136583514201,-0.46775222187415644,-0.8623882745317352,-1.6486108547452833,-0.6508459014339089,-0.5036939010186746,-0.45916387028014877,-0.652903911937962,-0.6041862981581874,-0.7814603820286494,-0.3092739566199326,-0.5789758858236811,-0.9061649326610506,-0.6664949760315138,-0.5709629362451834,-0.6018970092829655,-0.6117804775635763,-0.7642523454774003,-0.6449507742776329,-0.551940142501356,0.5034340050821315,-0.6538226361745284,-0.6349875479455794,-1.070747328292577,-0.6207853896299468,-0.4467409713342562,-0.6246872177082097,-1.5949063393018672,-2.0367419250995624,-2.1108715233002355,-0.3439099797523875,-0.9361753076635225,-2.0688158310026146,-0.5349365782836096,-1.385732155648327,-0.5900001101894167,-1.302440006542802,-1.4445780005997249,-0.6362215808796977,-0.0399971886047614,-0.03531723205968405,-0.08685295626938704,-1.3111324596867975,-1.1688993059531654,-0.18070118831764756,-0.6970562493039951,-0.6970562493039951,-1.5360275657869835,-0.48250851362516034,-0.34325768557085584,1.0125566593643107,-2.4963224217307896,-0.17168942144139215,-0.8812059414214236,-1.723736841501336,-0.8638272717460488
-0.516467253890233,1.682252295571433,-0.5033890389670378,0.6927294042895307,-0.3438287444686295,-0.3755406052459128,-0.3671693150884215,-0.43805987582685474,3.294435241980625,1.568680085937136,-0.0883911107739178,1.246348287000729,3.3207666068377226,-0.5817822476995856,-0.4016091373095175,-0.45916387028014877,-0.584270655150803,-0.4359106172009505,-0.6276861799628096,0.1345059646308178,-0.5789758858236811,0.4038048298437854,-0.6179423263317586,-0.41252362422359196,-0.4360132937239479,-0.5613775520140888,-0.5671762079077798,-0.492047197252207,-0.38253749315625546,-0.07105661967324342,-0.5546288725265411,-0.4536254368908032,0.7415038457954881,-0.4351567362752554,0.21873174834328626,-0.6246872177082097,2.9836083299938085,-0.4476132085224552,-0.7738069967567558,-0.3439099797523875,-0.6821365325273856,-0.6673332954370368,-0.28106011765795796,-0.19551339267550738,0.03134494545156052,-0.28718509574269513,0.6697452472877843,0.7205403130702588,-0.039994059811725415,-0.035285892156294824,-0.03633158583540157,-0.11172524129309737,1.2397870742119312,-0.18070118831764756,-0.3200616249970148,-0.3200616249970148,-0.17253016965987275,-0.4215628271743222,-0.32885409151260697,0.3626770215432297,-0.020613247671103674,-0.17168942144139215,-0.03811506126587431,-0.13210312545675415,-0.8638272717460488
-0.13328328396627862,0.9631184920383521,-0.4328062618564151,0.6927294042895307,-0.1634399481868465,1.834695183368383,-0.5080803018944992,-0.3544619008072719,1.6468808300028621,0.6950992770124884,0.29097000032632087,-0.5611401943128118,1.6643074529767208,-0.5127185939652624,-0.47452682567320115,-0.45916387028014877,-0.5156373983636439,-0.374719460489228,-0.36285283196052986,-0.3092739566199326,-0.5789758858236811,0.534801806094269,-0.6179423263317586,-0.34988482644761393,-0.3756919426115779,-0.43537023814037,-0.29126961531031115,-0.38838375520107077,-0.39346669633981035,-0.09472716880013525,-0.4223705209958914,-0.36116632145111344,0.7415038457954881,-0.34007864553260864,0.8842044680208286,-0.6246872177082097,1.4574367735619167,-2.0367419250995624,-0.7738069967567558,-0.3439099797523875,-0.6821365325273856,-0.6673332954370368,-0.4079983479707838,-0.7056071482352873,0.03134494545156052,0.9623594098574363,1.2643986607561464,0.26828634842027327,-0.03998780222565346,-0.03526896860846464,-0.03633158583540157,0.48797836790375265,1.5910538379860024,-0.18070118831764756,-0.44572649976600826,-0.44572649976600826,-0.8542788677234281,-0.45880741333872327,-0.3336552895320232,-2.0862071766037564,1.2172413393587376,-0.17168942144139215,1.6480666990452242,-0.9279199834790451,-0.8638272717460488
1.7826365656534933,-0.47514911502780954,1.7136340882255976,1.0413031956442005,5.789390329111991,-0.3755406052459128,1.4646735133905884,1.8190854497018814,-0.0006735819749008197,-0.6152719363744829,0.4806505558764402,-0.8623882745317352,0.00784829911571874,2.8714004390165764,0.531737273745633,8.139278475171404,2.91602544099431,1.9658422837341583,2.5844860409680668,7.678764625893575,3.5685622546993554,0.7967957585952362,1.2756110119586928,1.5034866606886763,1.931599737436576,2.361992129856186,2.6944338688694387,1.9466352770007727,1.4644978448645185,-0.10432333736509142,2.007876688379797,1.925418725768908,1.1039540806131012,1.7969146321116432,-0.4467409713342562,3.109883892727546,-0.06873478286997532,1.141515508054652,1.9003220563302032,4.081950577361947,1.604212443697846,0.7341492401285411,0.015129086405302377,-0.29360834566777333,-0.5900001101894167,0.2594906254573624,-0.453488978152455,-0.6362215808796977,-0.03996342371324812,-0.03530650416967774,-0.08685295626938704,0.48797836790375265,-0.5188276976699715,-0.18070118831764756,-0.44572649976600826,-0.44572649976600826,-0.17253016965987275,-0.316600811620101,-0.31925169547377436,0.3787174314520497,-0.639540541186026,-0.17168942144139215,-0.03811506126587431,-0.13210312545675415,1.9156027053367592
-0.516467253890233,0.12412905458309116,-0.5504442237074529,-0.701565761129149,-0.3438287444686295,-0.3755406052459128,-0.5080803018944992,-0.5355908466830347,-0.8244507879637822,-0.09112345101969437,-0.46775222187415644,-0.25989211409388835,-0.8203812778147822,-0.547250420832424,-0.5182774386914113,-0.45916387028014877,-0.5499540267572235,-0.5429951414464649,-0.4653689666710898,-0.3092739566199326,-0.4847136553572484,-0.6441709801600833,-0.5208370269322482,-0.4641085165096915,-0.5415756581705955,-0.536176089239345,-0.5277609803938557,-0.5179630577649911,-0.5027587281753592,-0.08193227738019372,-0.5711611664678723,-0.5176355937336654,-0.708297093474964,-0.48495954571187994,-0.4467409713342562,-0.5115183961798534,-0.8318205610859213,1.141515508054652,-0.7738069967567558,-0.3439099797523875,-0.5974569408153401,-0.6673332954370368,-0.4503110914083924,-0.932315484039635,0.03134494545156052,-0.5214746905427198,0.4935516432971578,2.077302207020215,-0.0399970582383849,-0.03531472486741292,-0.03633158583540157,-1.3111324596867975,-1.1688993059531654,-0.18070118831764756,-0.5713913745350017,-0.5713913745350017,-0.8542788677234281,-0.4655791562777053,-0.34325768557085584,0.831194899972379,1.2172413393587376,-0.17168942144139215,-0.8812059414214236,-0.9279199834790451,-0.3079412763294872
-0.516467253890233,-0.5950047489499897,-0.5251068165395371,-0.527278865451814,-0.3438287444686295,-0.3755406052459128,-0.3671693150884215,-0.4798588633366461,-0.8244507879637822,-0.5279138554820182,-0.46775222187415644,-0.25989211409388835,-0.8203812778147822,-0.44365494023093915,-0.4453597503277277,-0.11522617646208667,-0.4470041415764848,-0.4818039847347424,-0.5507990789298897,1.0220658071323185,-0.3904514248908158,-0.5131740039095998,-0.5208370269322482,-0.48621632748944843,-0.4812543070582255,-0.4605717009151138,-0.5179071735153746,-0.5101882996111559,-0.4809003218082494,-0.07233610881523755,-0.5546288725265411,-0.49985499461064814,-0.5270719760661574,-0.4940146019730844,-0.4467409713342562,-0.3983495746514971,-0.8318205610859213,0.06090798078221914,0.5632575297867237,-0.3439099797523875,-0.5974569408153401,0.7341492401285411,-0.3656856045331752,-0.7622842321863751,-0.5900001101894167,-0.599571222142728,-0.5195615796489397,-0.1839676162297122,-0.0399967975056319,-0.03531388913665587,-0.03633158583540157,-1.3111324596867975,-1.1688993059531654,-0.18070118831764756,-0.44572649976600826,-0.44572649976600826,-0.8542788677234281,-0.45880741333872327,-0.3336552895320232,0.596633691158819,1.2172413393587376,-0.17168942144139215,-0.03811506126587431,-0.9279199834790451,-0.3079412763294872
1.591044580691516,-0.23543784718344926,0.9462726139972896,1.9127376740308752,0.37772644065850236,-0.3755406052459128,4.1419822627060645,1.3035646037477873,0.8231036240139806,-0.26583961280462387,3.32585888912823,-0.25989211409388835,0.8360778760462197,0.8340226538540407,1.0713281676368918,0.5726492111740376,0.9599776225602761,1.3233351382610716,1.0552870315355485,-0.3092739566199326,1.6833176453707024,1.5827776160981377,0.8871898143606515,0.630228126988277,1.2982255507566907,0.8247029005968174,0.9897252788922218,0.7959710702331606,0.49179876152813456,-0.08705023394817034,1.1812619913132363,0.6772206673330953,2.0100796676571338,0.4884590023675992,-0.4467409713342562,0.39383217604699655,0.6943509953459707,0.9826026363969413,-0.7738069967567558,0.762555159526196,-0.3434181656792032,-0.6673332954370368,0.2690055470309541,0.5027000457857508,-0.5900001101894167,0.18139409385735417,-0.5167499795852596,-0.1839676162297122,-0.03986577929725027,-0.03525444556387278,-0.08685295626938704,1.6873855862974527,0.24967800928829714,-0.18070118831764756,1.0622519974619133,1.0622519974619133,1.190967226467238,0.3944321969730105,-0.05038460638646123,0.6765838345542868,-1.170049649913102,-0.17168942144139215,-0.8812059414214236,1.4595305905878277,0.803830714503636
-0.3248752689282558,0.2439846885052713,-0.34593515156641796,-0.527278865451814,-0.3438287444686295,-0.3755406052459128,-0.0853473414762661,-0.465925867500049,-0.8244507879637822,0.08359271076523515,-0.46775222187415644,-0.5611401943128118,-0.8203812778147822,-0.40912311336377755,-0.4891103633459379,-0.45916387028014877,-0.4126875131829053,-0.4665061955568117,-0.1749065849911701,-0.3092739566199326,-0.2019269639579505,-0.5131740039095998,-0.37517907783298277,-0.2946152989982216,-0.466173969280133,-0.43537023814037,-0.232146774039425,-0.2950866573550482,-0.39346669633981035,-0.10112461451010603,-0.1909184058172544,-0.3398296025034927,-0.5270719760661574,-0.28574830796538186,0.21873174834328626,-0.36062663414204504,-0.8318205610859213,0.09269055511376129,-0.7738069967567558,-0.3439099797523875,0.16465938459307053,-0.6673332954370368,-0.28106011765795796,-0.31696428685640826,0.6526900010925377,0.18139409385735417,0.7452567918551966,-0.1839676162297122,-0.0399966671392554,-0.035313650356439574,-0.03633158583540157,-0.7114288504899474,-0.6670896434187708,-0.18070118831764756,-0.44572649976600826,-0.44572649976600826,-0.8542788677234281,-0.45880741333872327,-0.32885409151260697,0.4086281070457311,1.2172413393587376,-0.17168942144139215,-0.03811506126587431,-0.9279199834790451,-0.3079412763294872
